86,87,0.01322314,0.032479339,0,0,0,0,0,0,1,-360,360
64,88,0.055289256,0.019933884,0,0,0,0,0,0,1,-360,360
88,89,0.021983471,0.010140496,0,0,0,0,0,0,1,-360,360
89,90,0.021983471,0.010140496,0,0,0,0,0,0,1,-360,360
90,91,0.021983471,0.010140496,0,0,0,0,0,0,1,-360,360
91,92,0.021983471,0.010140496,0,0,0,0,0,0,1,-360,360
92,93,0.019256198,0.009504132,0,0,0,0,0,0,1,-360,360
93,94,0.040991736,0.011404959,0,0,0,0,0,0,1,-360,360
90,95,0.016198347,0.014876033,0,0,0,0,0,0,1,-360,360
95,96,0.016198347,0.014876033,0,0,0,0,0,0,1,-360,360
96,97,0.015421488,0.010082645,0,0,0,0,0,0,1,-360,360
97,98,0.006165289,0.026280992,0,0,0,0,0,0,1,-360,360
0,99,0.005165289,0.002190083,0,0,0,0,0,0,1,-360,360
99,100,0.012404959,0.019338843,0,0,0,0,0,0,1,-360,360
100,101,0.011132231,0.007338843,0,0,0,0,0,0,1,-360,360
101,102,0.019066116,0.009942149,0,0,0,0,0,0,1,-360,360
102,103,0.036942149,0.013289256,0,0,0,0,0,0,1,-360,360
103,104,0.013487603,0.004859504,0,0,0,0,0,0,1,-360,360
104,105,0.027272727,0.008181818,0,0,0,0,0,0,1,-360,360
105,106,0.012892562,0.004636364,0,0,0,0,0,0,1,-360,360
106,107,0.031561983,0.011355372,0,0,0,0,0,0,1,-360,360
107,108,0.013438017,0.004834711,0,0,0,0,0,0,1,-360,360
108,109,0.031561983,0.011355372,0,0,0,0,0,0,1,-360,360
109,110,0.020206612,0.007264463,0,0,0,0,0,0,1,-360,360
109,111,0.017256198,0.00622314,0,0,0,0,0,0,1,-360,360
111,112,0.019016529,0.006842975,0,0,0,0,0,0,1,-360,360
99,113,0.050429752,0.01814876,0,0,0,0,0,0,1,-360,360
113,114,0.015421488,0.010495868,0,0,0,0,0,0,1,-360,360
114,115,0.030842975,0.020330579,0,0,0,0,0,0,1,-360,360
115,116,0.033471074,0.030330579,0,0,0,0,0,0,1,-360,360
116,117,0.040413223,0.036198347,0,0,0,0,0,0,1,-360,360
